station_id,n_training_batches,n_validation_batches,source,size_bin,fold
Japan__307091287712020,166,76,Japan,2,3
Japan__307091287712030,173,82,Japan,2,3
Japan__307091287712050,173,81,Japan,2,3
Japan__307091287712080,216,100,Japan,3,0
Japan__307091287712130,149,71,Japan,1,2
Japan__307091287712140,162,76,Japan,2,2
Japan__307091287712160,183,86,Japan,2,4
Japan__307091287712190,166,79,Japan,2,2
Japan__307091287712210,150,71,Japan,1,0
Japan__307091287714010,165,78,Japan,2,0
Japan__307101287710010,174,82,Japan,2,2
Japan__307101287710020,172,81,Japan,2,2
Japan__307101287710080,152,72,Japan,1,1
Japan__307101287710100,133,65,Japan,1,2
Japan__307101287710110,173,81,Japan,2,1
Japan__307101287710120,169,80,Japan,2,3
Japan__307101287718030,157,75,Japan,1,3
Japan__307101287718040,132,64,Japan,1,3
Japan__307111287708010,164,78,Japan,2,3
Japan__307111287708020,174,82,Japan,2,1
Japan__307111287708050,174,82,Japan,2,4
Japan__307111287708130,29,20,Japan,0,0
Japan__307111287708140,148,71,Japan,1,2
Japan__307111287708170,175,82,Japan,2,2
Japan__307121287708010,174,82,Japan,2,3
Japan__307121287708070,171,81,Japan,2,1
Japan__307121287708170,149,71,Japan,1,2
Japan__307131287708010,174,82,Japan,2,3
Japan__307131287708030,169,80,Japan,2,4
Japan__307131287708040,170,80,Japan,2,0
Japan__307131287708050,173,82,Japan,2,4
Japan__307131287708060,174,82,Japan,2,1
Japan__307131287708090,174,82,Japan,2,4
Japan__307131287708130,174,82,Japan,2,3
Japan__307131287708220,114,52,Japan,1,3
Japan__308011288805010,105,52,Japan,1,3
Japan__308041288808010,174,82,Japan,2,4
Japan__308041288808020,174,82,Japan,2,0
Japan__308041288808060,148,71,Japan,1,1
Japan__308041288808070,157,75,Japan,1,0
Japan__308051288808020,174,82,Japan,2,0
Japan__308071288801010,173,82,Japan,2,0
Japan__308071288801020,174,82,Japan,2,4
Japan__309011289902010,345,155,Japan,4,4
Japan__309011289902030,339,152,Japan,4,2
Japan__309011289902040,326,147,Japan,4,3
Japan__309011289902060,46,26,Japan,0,4
Japan__309011289902090,313,141,Japan,4,1
Japan__309011289902130,157,74,Japan,1,1
Japan__309011289902150,312,141,Japan,4,1
Japan__309011289902160,317,143,Japan,4,3
Japan__309011289902170,218,99,Japan,3,0
Japan__309011289902190,333,143,Japan,4,3
Japan__309011289902210,151,71,Japan,1,2
Japan__309021289903010,127,62,Japan,1,1
Japan__309021289903040,329,148,Japan,4,2
Japan__309021289903100,345,155,Japan,4,4
Japan__309041289903130,326,147,Japan,4,3
Japan__309051289903010,351,158,Japan,4,2
Japan__309051289903060,254,116,Japan,3,1
Japan__309061289901060,174,82,Japan,2,3
Japan__309061289901110,174,82,Japan,2,0
Japan__309061289901130,174,82,Japan,2,1
Japan__309061289901330,174,82,Japan,2,1
Japan__309061289901360,168,79,Japan,2,4
Japan__309061289901400,174,82,Japan,2,4
Japan__309061289901410,174,82,Japan,2,1
Japan__309061289901430,166,78,Japan,2,1
Japan__309061289901450,174,82,Japan,2,1
Japan__309061289901510,174,82,Japan,2,1
Japan__309061289901580,174,82,Japan,2,3
Japan__309061289901650,148,71,Japan,1,3
Japan__309061289904070,115,57,Japan,1,4
Japan__309061289920010,174,82,Japan,2,1
Japan__309061289920030,103,52,Japan,1,2
Japan__309061289920040,103,52,Japan,1,0
Japan__309061289920050,103,52,Japan,1,0
Japan__309061289920070,103,52,Japan,1,2
Japan__309061289920080,101,51,Japan,1,1
Japan__309071289901040,191,89,Japan,2,2
Japan__309081289911020,340,152,Japan,4,1
Japan__309081289911030,136,66,Japan,1,4
Japan__309081289911050,267,120,Japan,4,2
Japan__309081289911060,179,84,Japan,2,2
Japan__309081289911080,250,112,Japan,3,1
Japan__309081289911110,142,61,Japan,1,2
Japan__309081289911120,303,136,Japan,4,4
Japan__309081289911140,183,83,Japan,2,1
Japan__309081289911160,125,59,Japan,1,2
Japan__309091289908020,222,103,Japan,3,3
Japan__309101289908010,43,26,Japan,0,1
Japan__309101289908020,224,103,Japan,3,0
Japan__309101289908030,224,104,Japan,3,2
Japan__309101289908060,80,42,Japan,0,2
Japan__309101289908070,65,35,Japan,0,4
Japan__309101289908100,224,104,Japan,3,3
Japan__309101289908170,107,51,Japan,1,4
Japan__309121289918060,336,151,Japan,4,4
Japan__309121289918110,335,151,Japan,4,1
Japan__309121289918120,338,152,Japan,4,3
Japan__309121289918130,279,127,Japan,4,4
Japan__309121289918140,230,105,Japan,3,2
Japan__309121289918160,128,62,Japan,1,1
Japan__309121289918200,333,150,Japan,4,0
Japan__309121289924020,236,109,Japan,3,4
Japan__309131289919010,192,88,Japan,2,4
Japan__309131289919050,312,141,Japan,4,2
Japan__309131289919060,241,110,Japan,3,1
Japan__309131289919140,267,122,Japan,4,0
Japan__309141289916010,336,148,Japan,4,4
Japan__309141289916020,348,156,Japan,4,2
Japan__309141289916050,348,156,Japan,4,0
Japan__309141289916060,342,154,Japan,4,0
Japan__309141289916080,351,157,Japan,4,2
Japan__309141289916130,321,144,Japan,4,4
Japan__309141289916160,313,141,Japan,4,2
Japan__309151289916010,350,156,Japan,4,0
Japan__309181289913020,284,129,Japan,4,4
Japan__309181289913310,40,25,Japan,0,4
Japan__309191289913020,357,160,Japan,4,4
Japan__309191289913040,297,134,Japan,4,3
Japan__309191289913100,358,160,Japan,4,4
Japan__309191289913130,358,160,Japan,4,3
LamaHCE__1,166,79,LamaHCE,2,1
LamaHCE__10,292,133,LamaHCE,4,1
LamaHCE__100,166,79,LamaHCE,2,1
LamaHCE__101,267,122,LamaHCE,4,2
LamaHCE__102,132,64,LamaHCE,1,4
LamaHCE__103,292,133,LamaHCE,4,3
LamaHCE__104,104,52,LamaHCE,1,3
LamaHCE__105,292,133,LamaHCE,4,4
LamaHCE__106,292,133,LamaHCE,4,0
LamaHCE__107,292,133,LamaHCE,4,1
LamaHCE__108,191,89,LamaHCE,2,4
LamaHCE__109,141,68,LamaHCE,1,1
LamaHCE__11,208,97,LamaHCE,2,3
LamaHCE__110,96,49,LamaHCE,0,0
LamaHCE__111,292,133,LamaHCE,4,0
LamaHCE__112,225,104,LamaHCE,3,2
LamaHCE__113,292,133,LamaHCE,4,1
LamaHCE__114,292,133,LamaHCE,4,2
LamaHCE__115,292,133,LamaHCE,4,3
LamaHCE__116,242,111,LamaHCE,3,3
LamaHCE__117,292,133,LamaHCE,4,2
LamaHCE__118,292,133,LamaHCE,4,4
LamaHCE__119,188,88,LamaHCE,2,3
LamaHCE__12,250,115,LamaHCE,3,0
LamaHCE__120,200,93,LamaHCE,2,3
LamaHCE__121,292,133,LamaHCE,4,2
LamaHCE__122,292,133,LamaHCE,4,3
LamaHCE__123,292,133,LamaHCE,4,2
LamaHCE__124,292,133,LamaHCE,4,1
LamaHCE__125,292,133,LamaHCE,4,1
LamaHCE__126,292,133,LamaHCE,4,2
LamaHCE__127,267,122,LamaHCE,4,4
LamaHCE__128,292,133,LamaHCE,4,3
LamaHCE__129,158,75,LamaHCE,1,3
LamaHCE__13,216,100,LamaHCE,3,2
LamaHCE__130,292,133,LamaHCE,4,2
LamaHCE__131,292,133,LamaHCE,4,3
LamaHCE__132,233,107,LamaHCE,3,1
LamaHCE__133,292,132,LamaHCE,4,2
LamaHCE__134,292,132,LamaHCE,4,2
LamaHCE__135,291,132,LamaHCE,4,4
LamaHCE__136,158,75,LamaHCE,1,1
LamaHCE__137,292,133,LamaHCE,4,4
LamaHCE__138,216,100,LamaHCE,3,4
LamaHCE__139,292,132,LamaHCE,4,1
LamaHCE__14,292,133,LamaHCE,4,0
LamaHCE__140,152,72,LamaHCE,1,1
LamaHCE__141,292,133,LamaHCE,4,0
LamaHCE__142,292,133,LamaHCE,4,1
LamaHCE__143,292,133,LamaHCE,4,2
LamaHCE__144,292,133,LamaHCE,4,1
LamaHCE__145,292,133,LamaHCE,4,3
LamaHCE__147,266,122,LamaHCE,4,3
LamaHCE__148,275,125,LamaHCE,4,1
LamaHCE__149,292,133,LamaHCE,4,4
LamaHCE__15,283,129,LamaHCE,4,3
LamaHCE__150,292,133,LamaHCE,4,0
LamaHCE__151,292,132,LamaHCE,4,3
LamaHCE__152,292,133,LamaHCE,4,2
LamaHCE__153,258,118,LamaHCE,3,4
LamaHCE__154,292,133,LamaHCE,4,3
LamaHCE__155,292,133,LamaHCE,4,0
LamaHCE__156,292,133,LamaHCE,4,4
LamaHCE__157,292,132,LamaHCE,4,4
LamaHCE__158,242,111,LamaHCE,3,0
LamaHCE__159,209,97,LamaHCE,2,4
LamaHCE__16,292,133,LamaHCE,4,0
LamaHCE__160,292,133,LamaHCE,4,1
LamaHCE__161,292,133,LamaHCE,4,3
LamaHCE__162,292,133,LamaHCE,4,3
LamaHCE__163,292,133,LamaHCE,4,2
LamaHCE__164,292,133,LamaHCE,4,2
LamaHCE__165,242,111,LamaHCE,3,0
LamaHCE__166,279,127,LamaHCE,4,2
LamaHCE__167,292,133,LamaHCE,4,1
LamaHCE__168,212,98,LamaHCE,2,2
LamaHCE__169,292,133,LamaHCE,4,0
LamaHCE__17,149,71,LamaHCE,1,2
LamaHCE__170,292,133,LamaHCE,4,3
LamaHCE__171,292,133,LamaHCE,4,1
LamaHCE__172,292,133,LamaHCE,4,3
LamaHCE__174,292,133,LamaHCE,4,4
LamaHCE__175,292,133,LamaHCE,4,4
LamaHCE__176,292,133,LamaHCE,4,1
LamaHCE__177,292,133,LamaHCE,4,2
LamaHCE__178,292,133,LamaHCE,4,4
LamaHCE__179,292,133,LamaHCE,4,3
LamaHCE__18,292,133,LamaHCE,4,1
LamaHCE__180,283,129,LamaHCE,4,4
LamaHCE__181,230,106,LamaHCE,3,1
LamaHCE__182,292,133,LamaHCE,4,4
LamaHCE__183,292,133,LamaHCE,4,2
LamaHCE__184,292,133,LamaHCE,4,4
LamaHCE__185,292,133,LamaHCE,4,3
LamaHCE__186,292,133,LamaHCE,4,1
LamaHCE__188,292,133,LamaHCE,4,3
LamaHCE__189,292,133,LamaHCE,4,0
LamaHCE__19,267,122,LamaHCE,4,0
LamaHCE__190,292,133,LamaHCE,4,3
LamaHCE__191,292,133,LamaHCE,4,0
LamaHCE__192,292,133,LamaHCE,4,4
LamaHCE__193,292,133,LamaHCE,4,1
LamaHCE__194,292,133,LamaHCE,4,4
LamaHCE__195,292,133,LamaHCE,4,0
LamaHCE__196,263,120,LamaHCE,3,4
LamaHCE__197,257,118,LamaHCE,3,0
LamaHCE__198,292,133,LamaHCE,4,0
LamaHCE__199,292,133,LamaHCE,4,1
LamaHCE__2,292,133,LamaHCE,4,2
LamaHCE__20,292,133,LamaHCE,4,3
LamaHCE__200,292,133,LamaHCE,4,3
LamaHCE__201,292,133,LamaHCE,4,0
LamaHCE__202,290,132,LamaHCE,4,2
LamaHCE__203,287,130,LamaHCE,4,3
LamaHCE__204,292,133,LamaHCE,4,2
LamaHCE__205,292,133,LamaHCE,4,2
LamaHCE__206,292,133,LamaHCE,4,0
LamaHCE__207,292,133,LamaHCE,4,0
LamaHCE__208,292,133,LamaHCE,4,4
LamaHCE__209,292,133,LamaHCE,4,1
LamaHCE__21,292,133,LamaHCE,4,2
LamaHCE__210,283,129,LamaHCE,4,1
LamaHCE__211,292,133,LamaHCE,4,4
LamaHCE__212,292,133,LamaHCE,4,0
LamaHCE__213,292,133,LamaHCE,4,3
LamaHCE__214,292,133,LamaHCE,4,1
LamaHCE__215,292,133,LamaHCE,4,0
LamaHCE__216,292,133,LamaHCE,4,2
LamaHCE__217,292,133,LamaHCE,4,2
LamaHCE__218,292,133,LamaHCE,4,3
LamaHCE__219,292,133,LamaHCE,4,4
LamaHCE__22,292,133,LamaHCE,4,2
LamaHCE__220,292,133,LamaHCE,4,1
LamaHCE__221,292,133,LamaHCE,4,4
LamaHCE__222,292,133,LamaHCE,4,1
LamaHCE__223,292,133,LamaHCE,4,3
LamaHCE__224,292,133,LamaHCE,4,3
LamaHCE__225,292,133,LamaHCE,4,3
LamaHCE__226,292,133,LamaHCE,4,1
LamaHCE__227,292,133,LamaHCE,4,3
LamaHCE__228,292,133,LamaHCE,4,0
LamaHCE__229,292,133,LamaHCE,4,0
LamaHCE__23,208,97,LamaHCE,2,3
LamaHCE__230,292,133,LamaHCE,4,1
LamaHCE__231,292,133,LamaHCE,4,2
LamaHCE__232,292,133,LamaHCE,4,0
LamaHCE__233,292,133,LamaHCE,4,0
LamaHCE__234,292,133,LamaHCE,4,4
LamaHCE__235,292,133,LamaHCE,4,3
LamaHCE__236,292,133,LamaHCE,4,3
LamaHCE__237,292,133,LamaHCE,4,0
LamaHCE__238,212,98,LamaHCE,2,2
LamaHCE__239,292,133,LamaHCE,4,0
LamaHCE__24,292,133,LamaHCE,4,2
LamaHCE__240,292,133,LamaHCE,4,4
LamaHCE__241,292,133,LamaHCE,4,2
LamaHCE__242,184,86,LamaHCE,2,4
LamaHCE__243,292,133,LamaHCE,4,0
LamaHCE__244,292,133,LamaHCE,4,2
LamaHCE__245,292,133,LamaHCE,4,0
LamaHCE__246,225,104,LamaHCE,3,4
LamaHCE__247,292,133,LamaHCE,4,4
LamaHCE__248,292,133,LamaHCE,4,2
LamaHCE__249,116,57,LamaHCE,1,2
LamaHCE__25,166,79,LamaHCE,2,2
LamaHCE__250,292,133,LamaHCE,4,3
LamaHCE__251,292,133,LamaHCE,4,0
LamaHCE__252,292,133,LamaHCE,4,0
LamaHCE__253,292,133,LamaHCE,4,4
LamaHCE__254,258,118,LamaHCE,3,0
LamaHCE__255,292,133,LamaHCE,4,3
LamaHCE__256,292,133,LamaHCE,4,4
LamaHCE__257,287,131,LamaHCE,4,1
LamaHCE__258,292,133,LamaHCE,4,0
LamaHCE__259,250,115,LamaHCE,3,3
LamaHCE__26,149,71,LamaHCE,1,4
LamaHCE__260,292,133,LamaHCE,4,3
LamaHCE__261,292,133,LamaHCE,4,2
LamaHCE__262,292,133,LamaHCE,4,2
LamaHCE__263,292,133,LamaHCE,4,3
LamaHCE__264,292,133,LamaHCE,4,0
LamaHCE__265,292,133,LamaHCE,4,3
LamaHCE__266,292,133,LamaHCE,4,1
LamaHCE__267,292,133,LamaHCE,4,1
LamaHCE__268,292,133,LamaHCE,4,1
LamaHCE__269,292,133,LamaHCE,4,2
LamaHCE__27,292,133,LamaHCE,4,0
LamaHCE__270,292,133,LamaHCE,4,2
LamaHCE__271,292,133,LamaHCE,4,1
LamaHCE__272,208,97,LamaHCE,2,4
LamaHCE__273,292,133,LamaHCE,4,4
LamaHCE__274,292,133,LamaHCE,4,0
LamaHCE__275,292,133,LamaHCE,4,2
LamaHCE__276,292,133,LamaHCE,4,3
LamaHCE__277,292,133,LamaHCE,4,0
LamaHCE__278,292,133,LamaHCE,4,0
LamaHCE__279,250,115,LamaHCE,3,2
LamaHCE__28,292,133,LamaHCE,4,4
LamaHCE__280,292,133,LamaHCE,4,2
LamaHCE__281,292,133,LamaHCE,4,1
LamaHCE__282,292,133,LamaHCE,4,3
LamaHCE__283,292,133,LamaHCE,4,4
LamaHCE__284,292,133,LamaHCE,4,4
LamaHCE__285,262,120,LamaHCE,3,4
LamaHCE__286,292,133,LamaHCE,4,2
LamaHCE__287,292,133,LamaHCE,4,0
LamaHCE__288,292,133,LamaHCE,4,4
LamaHCE__289,292,133,LamaHCE,4,2
LamaHCE__29,292,133,LamaHCE,4,1
LamaHCE__290,292,133,LamaHCE,4,1
LamaHCE__291,292,133,LamaHCE,4,3
LamaHCE__292,292,133,LamaHCE,4,3
LamaHCE__293,292,133,LamaHCE,4,3
LamaHCE__294,267,122,LamaHCE,4,0
LamaHCE__295,57,32,LamaHCE,0,0
LamaHCE__296,57,32,LamaHCE,0,2
LamaHCE__297,292,133,LamaHCE,4,1
LamaHCE__298,84,43,LamaHCE,0,2
LamaHCE__299,292,133,LamaHCE,4,3
LamaHCE__3,258,118,LamaHCE,3,2
LamaHCE__30,292,133,LamaHCE,4,0
LamaHCE__300,292,133,LamaHCE,4,4
LamaHCE__301,292,133,LamaHCE,4,1
LamaHCE__302,292,133,LamaHCE,4,4
LamaHCE__303,292,133,LamaHCE,4,0
LamaHCE__304,292,133,LamaHCE,4,2
LamaHCE__305,292,133,LamaHCE,4,1
LamaHCE__306,292,133,LamaHCE,4,3
LamaHCE__307,69,36,LamaHCE,0,1
LamaHCE__308,292,133,LamaHCE,4,2
LamaHCE__309,67,36,LamaHCE,0,2
LamaHCE__310,292,133,LamaHCE,4,1
LamaHCE__311,292,133,LamaHCE,4,4
LamaHCE__312,292,133,LamaHCE,4,4
LamaHCE__313,292,133,LamaHCE,4,4
LamaHCE__315,292,133,LamaHCE,4,1
LamaHCE__316,292,133,LamaHCE,4,1
LamaHCE__317,292,133,LamaHCE,4,4
LamaHCE__318,292,133,LamaHCE,4,1
LamaHCE__319,24,18,LamaHCE,0,2
LamaHCE__32,216,100,LamaHCE,3,2
LamaHCE__320,292,133,LamaHCE,4,2
LamaHCE__321,292,133,LamaHCE,4,2
LamaHCE__322,283,129,LamaHCE,4,0
LamaHCE__324,43,26,LamaHCE,0,0
LamaHCE__325,292,133,LamaHCE,4,1
LamaHCE__326,275,125,LamaHCE,4,3
LamaHCE__327,84,43,LamaHCE,0,3
LamaHCE__328,292,133,LamaHCE,4,3
LamaHCE__329,86,44,LamaHCE,0,4
LamaHCE__33,292,133,LamaHCE,4,1
LamaHCE__330,292,133,LamaHCE,4,1
LamaHCE__331,292,133,LamaHCE,4,1
LamaHCE__332,292,133,LamaHCE,4,0
LamaHCE__333,79,41,LamaHCE,0,4
LamaHCE__334,292,133,LamaHCE,4,0
LamaHCE__335,292,133,LamaHCE,4,0
LamaHCE__336,292,133,LamaHCE,4,0
LamaHCE__337,292,133,LamaHCE,4,4
LamaHCE__338,292,133,LamaHCE,4,0
LamaHCE__339,292,133,LamaHCE,4,4
LamaHCE__34,292,133,LamaHCE,4,3
LamaHCE__340,292,133,LamaHCE,4,1
LamaHCE__341,94,48,LamaHCE,0,0
LamaHCE__342,292,133,LamaHCE,4,3
LamaHCE__343,292,133,LamaHCE,4,1
LamaHCE__344,283,129,LamaHCE,4,1
LamaHCE__345,292,133,LamaHCE,4,4
LamaHCE__346,291,132,LamaHCE,4,2
LamaHCE__347,258,118,LamaHCE,3,2
LamaHCE__348,292,133,LamaHCE,4,1
LamaHCE__349,292,133,LamaHCE,4,4
LamaHCE__35,292,133,LamaHCE,4,1
LamaHCE__350,292,133,LamaHCE,4,3
LamaHCE__352,271,124,LamaHCE,4,4
LamaHCE__354,208,97,LamaHCE,2,1
LamaHCE__355,292,133,LamaHCE,4,0
LamaHCE__356,283,129,LamaHCE,4,3
LamaHCE__357,292,133,LamaHCE,4,4
LamaHCE__358,124,60,LamaHCE,1,4
LamaHCE__359,292,133,LamaHCE,4,0
LamaHCE__36,292,133,LamaHCE,4,2
LamaHCE__360,292,133,LamaHCE,4,1
LamaHCE__361,292,133,LamaHCE,4,0
LamaHCE__363,282,128,LamaHCE,4,2
LamaHCE__364,292,133,LamaHCE,4,2
LamaHCE__366,292,133,LamaHCE,4,0
LamaHCE__367,106,53,LamaHCE,1,0
LamaHCE__368,292,133,LamaHCE,4,3
LamaHCE__37,149,71,LamaHCE,1,0
LamaHCE__370,292,133,LamaHCE,4,1
LamaHCE__371,292,133,LamaHCE,4,2
LamaHCE__374,91,46,LamaHCE,0,0
LamaHCE__375,283,129,LamaHCE,4,0
LamaHCE__376,277,126,LamaHCE,4,1
LamaHCE__377,292,133,LamaHCE,4,0
LamaHCE__378,292,133,LamaHCE,4,3
LamaHCE__379,41,25,LamaHCE,0,4
LamaHCE__38,292,133,LamaHCE,4,3
LamaHCE__380,66,35,LamaHCE,0,1
LamaHCE__381,292,133,LamaHCE,4,0
LamaHCE__382,34,22,LamaHCE,0,2
LamaHCE__383,292,133,LamaHCE,4,1
LamaHCE__384,158,75,LamaHCE,1,2
LamaHCE__385,174,82,LamaHCE,2,0
LamaHCE__386,233,107,LamaHCE,3,3
LamaHCE__387,292,133,LamaHCE,4,4
LamaHCE__388,141,68,LamaHCE,1,0
LamaHCE__389,292,133,LamaHCE,4,1
LamaHCE__39,292,133,LamaHCE,4,3
LamaHCE__390,267,122,LamaHCE,4,4
LamaHCE__391,65,35,LamaHCE,0,2
LamaHCE__392,149,71,LamaHCE,1,2
LamaHCE__395,283,129,LamaHCE,4,3
LamaHCE__396,292,133,LamaHCE,4,3
LamaHCE__398,292,133,LamaHCE,4,3
LamaHCE__4,149,71,LamaHCE,1,0
LamaHCE__40,292,133,LamaHCE,4,1
LamaHCE__401,292,133,LamaHCE,4,3
LamaHCE__402,292,133,LamaHCE,4,2
LamaHCE__403,292,133,LamaHCE,4,0
LamaHCE__404,292,133,LamaHCE,4,3
LamaHCE__405,292,133,LamaHCE,4,4
LamaHCE__406,292,133,LamaHCE,4,4
LamaHCE__407,272,124,LamaHCE,4,3
LamaHCE__408,292,133,LamaHCE,4,2
LamaHCE__409,292,133,LamaHCE,4,4
LamaHCE__41,242,111,LamaHCE,3,3
LamaHCE__410,27,16,LamaHCE,0,3
LamaHCE__411,258,118,LamaHCE,3,1
LamaHCE__412,292,133,LamaHCE,4,2
LamaHCE__413,279,127,LamaHCE,4,4
LamaHCE__414,292,133,LamaHCE,4,1
LamaHCE__415,292,133,LamaHCE,4,3
LamaHCE__416,292,133,LamaHCE,4,1
LamaHCE__42,267,122,LamaHCE,4,2
LamaHCE__422,292,133,LamaHCE,4,2
LamaHCE__423,292,133,LamaHCE,4,4
LamaHCE__426,267,122,LamaHCE,4,0
LamaHCE__428,292,133,LamaHCE,4,0
LamaHCE__429,292,133,LamaHCE,4,3
LamaHCE__43,292,133,LamaHCE,4,4
LamaHCE__430,292,132,LamaHCE,4,2
LamaHCE__431,275,125,LamaHCE,4,1
LamaHCE__432,292,133,LamaHCE,4,3
LamaHCE__433,292,133,LamaHCE,4,0
LamaHCE__434,292,133,LamaHCE,4,3
LamaHCE__435,166,79,LamaHCE,2,4
LamaHCE__436,292,133,LamaHCE,4,4
LamaHCE__437,283,129,LamaHCE,4,3
LamaHCE__438,292,133,LamaHCE,4,4
LamaHCE__439,292,133,LamaHCE,4,3
LamaHCE__44,292,133,LamaHCE,4,0
LamaHCE__440,267,122,LamaHCE,4,2
LamaHCE__441,208,97,LamaHCE,2,3
LamaHCE__442,292,133,LamaHCE,4,4
LamaHCE__443,292,133,LamaHCE,4,2
LamaHCE__444,208,97,LamaHCE,2,0
LamaHCE__445,292,133,LamaHCE,4,4
LamaHCE__446,283,129,LamaHCE,4,4
LamaHCE__447,292,133,LamaHCE,4,3
LamaHCE__448,292,133,LamaHCE,4,1
LamaHCE__449,292,133,LamaHCE,4,0
LamaHCE__45,292,133,LamaHCE,4,2
LamaHCE__450,287,131,LamaHCE,4,4
LamaHCE__451,292,133,LamaHCE,4,1
LamaHCE__452,292,133,LamaHCE,4,4
LamaHCE__453,232,107,LamaHCE,3,4
LamaHCE__454,292,133,LamaHCE,4,3
LamaHCE__455,292,133,LamaHCE,4,0
LamaHCE__456,291,132,LamaHCE,4,2
LamaHCE__457,242,111,LamaHCE,3,4
LamaHCE__458,292,132,LamaHCE,4,1
LamaHCE__459,174,82,LamaHCE,2,1
LamaHCE__46,292,133,LamaHCE,4,3
LamaHCE__460,292,132,LamaHCE,4,3
LamaHCE__461,292,133,LamaHCE,4,4
LamaHCE__462,292,133,LamaHCE,4,0
LamaHCE__463,233,107,LamaHCE,3,1
LamaHCE__464,151,72,LamaHCE,1,2
LamaHCE__465,208,97,LamaHCE,2,0
LamaHCE__466,208,97,LamaHCE,2,1
LamaHCE__467,292,133,LamaHCE,4,4
LamaHCE__468,292,133,LamaHCE,4,0
LamaHCE__469,292,133,LamaHCE,4,1
LamaHCE__47,275,125,LamaHCE,4,0
LamaHCE__470,292,133,LamaHCE,4,4
LamaHCE__471,292,133,LamaHCE,4,0
LamaHCE__472,292,133,LamaHCE,4,0
LamaHCE__473,292,133,LamaHCE,4,4
LamaHCE__474,292,133,LamaHCE,4,1
LamaHCE__475,292,133,LamaHCE,4,4
LamaHCE__476,292,133,LamaHCE,4,0
LamaHCE__477,191,89,LamaHCE,2,2
LamaHCE__478,191,89,LamaHCE,2,2
LamaHCE__479,292,132,LamaHCE,4,4
LamaHCE__48,292,133,LamaHCE,4,1
LamaHCE__480,292,133,LamaHCE,4,0
LamaHCE__481,200,93,LamaHCE,2,4
LamaHCE__482,292,133,LamaHCE,4,0
LamaHCE__483,129,63,LamaHCE,1,3
LamaHCE__484,292,133,LamaHCE,4,3
LamaHCE__485,74,39,LamaHCE,0,3
LamaHCE__486,292,133,LamaHCE,4,2
LamaHCE__487,292,133,LamaHCE,4,1
LamaHCE__488,242,111,LamaHCE,3,3
LamaHCE__489,183,86,LamaHCE,2,1
LamaHCE__49,292,133,LamaHCE,4,3
LamaHCE__490,292,133,LamaHCE,4,4
LamaHCE__491,292,133,LamaHCE,4,4
LamaHCE__492,107,53,LamaHCE,1,2
LamaHCE__493,292,133,LamaHCE,4,4
LamaHCE__494,292,133,LamaHCE,4,0
LamaHCE__495,208,97,LamaHCE,2,3
LamaHCE__496,292,133,LamaHCE,4,0
LamaHCE__497,292,133,LamaHCE,4,3
LamaHCE__498,290,132,LamaHCE,4,4
LamaHCE__499,292,133,LamaHCE,4,3
LamaHCE__5,216,100,LamaHCE,3,0
LamaHCE__50,292,133,LamaHCE,4,3
LamaHCE__500,292,133,LamaHCE,4,3
LamaHCE__501,242,111,LamaHCE,3,3
LamaHCE__503,200,93,LamaHCE,2,4
LamaHCE__504,216,100,LamaHCE,3,0
LamaHCE__505,292,133,LamaHCE,4,3
LamaHCE__506,174,82,LamaHCE,2,0
LamaHCE__507,292,133,LamaHCE,4,2
LamaHCE__508,191,89,LamaHCE,2,1
LamaHCE__509,292,133,LamaHCE,4,2
LamaHCE__51,292,133,LamaHCE,4,1
LamaHCE__510,292,133,LamaHCE,4,0
LamaHCE__511,183,86,LamaHCE,2,4
LamaHCE__512,283,129,LamaHCE,4,4
LamaHCE__513,283,129,LamaHCE,4,2
LamaHCE__514,225,104,LamaHCE,3,4
LamaHCE__515,225,104,LamaHCE,3,4
LamaHCE__516,216,100,LamaHCE,3,0
LamaHCE__517,208,97,LamaHCE,2,0
LamaHCE__518,292,133,LamaHCE,4,2
LamaHCE__519,292,133,LamaHCE,4,3
LamaHCE__52,292,133,LamaHCE,4,2
LamaHCE__520,292,133,LamaHCE,4,4
LamaHCE__521,292,133,LamaHCE,4,1
